votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips,state
3018,9819,13415,0.224972046,0.731941856,"6,801",50.70%,IN,Wabash County,18169,Indiana
839,2896,3919,0.214085226,0.738964021,"2,057",52.49%,IN,Warren County,18171,Indiana
9086,19133,29609,0.306866156,0.646188659,"10,047",33.93%,IN,Warrick County,18173,Indiana
2636,8206,11333,0.232595076,0.72408012,"5,570",49.15%,IN,Washington County,18175,Indiana
8322,16028,25575,0.325395894,0.626705767,"7,706",30.13%,IN,Wayne County,18177,Indiana
2585,9999,13123,0.196982397,0.761944677,"7,414",56.50%,IN,Wells County,18179,Indiana
2563,6813,9902,0.258836599,0.68804282,"4,250",42.92%,IN,White County,18181,Indiana
3379,11357,15535,0.217508851,0.731058899,"7,978",51.36%,IN,Whitley County,18183,Indiana
1398,3575,5314,0.26307866,0.672751223,"2,177",40.97%,KS,Allen County,20001,Kansas
665,2386,3277,0.202929509,0.728104974,"1,721",52.52%,KS,Anderson County,20003,Kansas
1946,3977,6393,0.304395433,0.622086657,"2,031",31.77%,KS,Atchison County,20005,Kansas
281,1822,2209,0.127206881,0.824807605,"1,541",69.76%,KS,Barber County,20007,Kansas
1823,7766,10088,0.180709754,0.769825535,"5,943",58.91%,KS,Barton County,20009,Kansas
1306,4314,5918,0.220682663,0.728962487,"3,008",50.83%,KS,Bourbon County,20011,Kansas
850,2861,3960,0.214646465,0.722474747,"2,011",50.78%,KS,Brown County,20013,Kansas
6489,18781,27051,0.239880226,0.694281173,"12,292",45.44%,KS,Butler County,20015,Kansas
313,964,1342,0.233233979,0.718330849,651,48.51%,KS,Chase County,20017,Kansas
236,1552,1845,0.127913279,0.841192412,"1,316",71.33%,KS,Chautauqua County,20019,Kansas
1959,6017,8386,0.233603625,0.717505366,"4,058",48.39%,KS,Cherokee County,20021,Kansas
188,1172,1409,0.133427963,0.8317956,984,69.84%,KS,Cheyenne County,20023,Kansas
118,813,983,0.120040692,0.82706002,695,70.70%,KS,Clark County,20025,Kansas
665,2831,3727,0.17842769,0.759592165,"2,166",58.12%,KS,Clay County,20027,Kansas
744,2856,3831,0.194205168,0.745497259,"2,112",55.13%,KS,Cloud County,20029,Kansas
719,2990,3962,0.181474003,0.754669359,"2,271",57.32%,KS,Coffey County,20031,Kansas
102,705,857,0.119019837,0.822637106,603,70.36%,KS,Comanche County,20033,Kansas
3436,8016,12171,0.28231041,0.65861474,"4,580",37.63%,KS,Cowley County,20035,Kansas
5064,8394,14404,0.351569009,0.58275479,"3,330",23.12%,KS,Crawford County,20037,Kansas
178,1220,1460,0.121917808,0.835616438,"1,042",71.37%,KS,Decatur County,20039,Kansas
1582,5905,8008,0.197552448,0.737387612,"4,323",53.98%,KS,Dickinson County,20041,Kansas
584,2601,3366,0.173499703,0.772727273,"2,017",59.92%,KS,Doniphan County,20043,Kansas
30089,14308,48231,0.623851879,0.296655678,"15,781",32.72%,KS,Douglas County,20045,Kansas
208,1033,1308,0.159021407,0.789755352,825,63.07%,KS,Edwards County,20047,Kansas
160,1048,1259,0.127084988,0.832406672,888,70.53%,KS,Elk County,20049,Kansas
2669,8311,11660,0.22890223,0.712778731,"5,642",48.39%,KS,Ellis County,20051,Kansas
515,1933,2626,0.196115765,0.736100533,"1,418",54.00%,KS,Ellsworth County,20053,Kansas
3006,6155,9731,0.30890967,0.632514644,"3,149",32.36%,KS,Finney County,20055,Kansas
2032,4994,7425,0.273670034,0.672592593,"2,962",39.89%,KS,Ford County,20057,Kansas
2829,7025,10658,0.265434415,0.659129293,"4,196",39.37%,KS,Franklin County,20059,Kansas
2569,4116,7129,0.360359097,0.577360079,"1,547",21.70%,KS,Geary County,20061,Kansas
149,1127,1328,0.112198795,0.848644578,978,73.64%,KS,Gove County,20063,Kansas
185,1013,1265,0.146245059,0.800790514,828,65.45%,KS,Graham County,20065,Kansas
427,1755,2311,0.184768498,0.75941151,"1,328",57.46%,KS,Grant County,20067,Kansas
257,1651,2011,0.127797116,0.820984585,"1,394",69.32%,KS,Gray County,20069,Kansas
83,523,639,0.129890454,0.818466354,440,68.86%,KS,Greeley County,20071,Kansas
484,2146,2811,0.172180719,0.763429385,"1,662",59.12%,KS,Greenwood County,20073,Kansas
114,690,847,0.13459268,0.814639906,576,68.00%,KS,Hamilton County,20075,Kansas
388,1950,2513,0.154397135,0.775964982,"1,562",62.16%,KS,Harper County,20077,Kansas
5006,8503,14540,0.344291609,0.58480055,"3,497",24.05%,KS,Harvey County,20079,Kansas
228,1011,1300,0.175384615,0.777692308,783,60.23%,KS,Haskell County,20081,Kansas
124,845,1006,0.123260437,0.839960239,721,71.67%,KS,Hodgeman County,20083,Kansas
1489,3888,5727,0.259996508,0.678889471,"2,399",41.89%,KS,Jackson County,20085,Kansas
2483,5112,8151,0.304625199,0.627162311,"2,629",32.25%,KS,Jefferson County,20087,Kansas
180,1204,1483,0.12137559,0.811867835,"1,024",69.05%,KS,Jewell County,20089,Kansas
126324,133907,279753,0.451555479,0.478661534,"7,583",2.71%,KS,Johnson County,20091,Kansas
224,1048,1325,0.169056604,0.790943396,824,62.19%,KS,Kearny County,20093,Kansas
594,2507,3281,0.181042365,0.764096312,"1,913",58.31%,KS,Kingman County,20095,Kansas
111,855,1023,0.108504399,0.835777126,744,72.73%,KS,Kiowa County,20097,Kansas
2234,5232,7919,0.282106327,0.660689481,"2,998",37.86%,KS,Labette County,20099,Kansas
104,684,831,0.125150421,0.823104693,580,69.80%,KS,Lane County,20101,Kansas
10064,17387,29676,0.339129263,0.585894325,"7,323",24.68%,KS,Leavenworth County,20103,Kansas
214,1168,1448,0.147790055,0.806629834,954,65.88%,KS,Lincoln County,20105,Kansas
721,3377,4279,0.168497312,0.789203085,"2,656",62.07%,KS,Linn County,20107,Kansas
149,1124,1348,0.110534125,0.833827893,975,72.33%,KS,Logan County,20109,Kansas
4456,6354,11745,0.379395487,0.540996169,"1,898",16.16%,KS,Lyon County,20111,Kansas
1177,3928,5465,0.21537054,0.718755718,"2,751",50.34%,KS,Marion County,20115,Kansas
1060,3250,4578,0.231542158,0.709916994,"2,190",47.84%,KS,Marshall County,20117,Kansas
3183,8407,12443,0.255806478,0.675640923,"5,224",41.98%,KS,McPherson County,20113,Kansas
206,1390,1675,0.122985075,0.829850746,"1,184",70.69%,KS,Meade County,20119,Kansas
3949,9839,14712,0.268420337,0.66877379,"5,890",40.04%,KS,Miami County,20121,Kansas
469,2216,2824,0.166076487,0.78470255,"1,747",61.86%,KS,Mitchell County,20123,Kansas
2557,8466,11623,0.219994838,0.728383378,"5,909",50.84%,KS,Montgomery County,20125,Kansas
586,1790,2568,0.228193146,0.697040498,"1,204",46.88%,KS,Morris County,20127,Kansas
145,970,1160,0.125,0.836206897,825,71.12%,KS,Morton County,20129,Kansas
714,4066,5025,0.142089552,0.809154229,"3,352",66.71%,KS,Nemaha County,20131,Kansas
1464,4340,6151,0.23801008,0.705576329,"2,876",46.76%,KS,Neosho County,20133,Kansas
160,1216,1435,0.111498258,0.84738676,"1,056",73.59%,KS,Ness County,20135,Kansas
277,1808,2190,0.126484018,0.825570776,"1,531",69.91%,KS,Norton County,20137,Kansas
1730,4713,6894,0.250942849,0.683637946,"2,983",43.27%,KS,Osage County,20139,Kansas
231,1437,1753,0.131774102,0.819737593,"1,206",68.80%,KS,Osborne County,20141,Kansas
424,2261,2866,0.147941382,0.788904396,"1,837",64.10%,KS,Ottawa County,20143,Kansas
567,1872,2602,0.217909301,0.71944658,"1,305",50.15%,KS,Pawnee County,20145,Kansas
296,2200,2611,0.113366526,0.842589046,"1,904",72.92%,KS,Phillips County,20147,Kansas
2191,7451,10359,0.211506902,0.719277923,"5,260",50.78%,KS,Pottawatomie County,20149,Kansas
769,2824,3806,0.202049396,0.741986337,"2,055",53.99%,KS,Pratt County,20151,Kansas
160,1209,1448,0.110497238,0.834944751,"1,049",72.44%,KS,Rawlins County,20153,Kansas
6670,15100,23448,0.284459229,0.643978164,"8,430",35.95%,KS,Reno County,20155,Kansas
370,1993,2484,0.148953301,0.802334944,"1,623",65.34%,KS,Republic County,20157,Kansas
668,2652,3567,0.187272218,0.743481918,"1,984",55.62%,KS,Rice County,20159,Kansas
8892,9817,20475,0.434285714,0.479462759,925,4.52%,KS,Riley County,20161,Kansas
273,1999,2378,0.114802355,0.840622372,"1,726",72.58%,KS,Rooks County,20163,Kansas
227,1177,1474,0.154002714,0.798507463,950,64.45%,KS,Rush County,20165,Kansas
454,2544,3148,0.144218551,0.808132147,"2,090",66.39%,KS,Russell County,20167,Kansas
6084,13367,21206,0.286899934,0.63034047,"7,283",34.34%,KS,Saline County,20169,Kansas
232,1832,2159,0.107457156,0.848540991,"1,600",74.11%,KS,Scott County,20171,Kansas
66716,101319,180750,0.369106501,0.560547718,"34,603",19.14%,KS,Sedgwick County,20173,Kansas
1491,3025,4743,0.314358001,0.637781995,"1,534",32.34%,KS,Seward County,20175,Kansas
33270,35349,73648,0.451743428,0.479972301,"2,079",2.82%,KS,Shawnee County,20177,Kansas
126,1186,1362,0.092511013,0.870778267,"1,060",77.83%,KS,Sheridan County,20179,Kansas
340,2043,2537,0.134016555,0.805281829,"1,703",67.13%,KS,Sherman County,20181,Kansas
295,1635,2014,0.146474677,0.811817279,"1,340",66.53%,KS,Smith County,20183,Kansas
303,1485,1884,0.160828025,0.788216561,"1,182",62.74%,KS,Stafford County,20185,Kansas
132,580,742,0.177897574,0.781671159,448,60.38%,KS,Stanton County,20187,Kansas
215,1564,1853,0.116028063,0.844036697,"1,349",72.80%,KS,Stevens County,20189,Kansas
2039,6844,9494,0.214767221,0.720876343,"4,805",50.61%,KS,Sumner County,20191,Kansas
467,2832,3483,0.134079816,0.813092162,"2,365",67.90%,KS,Thomas County,20193,Kansas
193,1211,1459,0.132282385,0.830020562,"1,018",69.77%,KS,Trego County,20195,Kansas
773,2358,3340,0.231437126,0.705988024,"1,585",47.46%,KS,Wabaunsee County,20197,Kansas
45,711,779,0.057766367,0.912708601,666,85.49%,KS,Wallace County,20199,Kansas
378,2136,2677,0.141202839,0.797908106,"1,758",65.67%,KS,Washington County,20201,Kansas
139,765,934,0.14882227,0.819057816,626,67.02%,KS,Wichita County,20203,Kansas
550,2747,3482,0.157955198,0.788914417,"2,197",63.10%,KS,Wilson County,20205,Kansas
270,1063,1420,0.190140845,0.748591549,793,55.85%,KS,Woodson County,20207,Kansas
29346,15520,47467,0.61824004,0.326963996,"13,826",29.13%,KS,Wyandotte County,20209,Kansas
1323,6637,8228,0.160792416,0.806635877,"5,314",64.58%,KY,Adair County,21001,Kentucky
1349,6466,8085,0.166852195,0.799752628,"5,117",63.29%,KY,Allen County,21003,Kentucky
2634,8242,11414,0.230769231,0.722095672,"5,608",49.13%,KY,Anderson County,21005,Kentucky
816,3161,4097,0.199170124,0.771540151,"2,345",57.24%,KY,Ballard County,21007,Kentucky
4275,13483,18473,0.231418827,0.729876035,"9,208",49.85%,KY,Barren County,21009,Kentucky
1361,3082,4577,0.297356347,0.673366834,"1,721",37.60%,KY,Bath County,21011,Kentucky
1720,7764,9714,0.177064031,0.799258802,"6,044",62.22%,KY,Bell County,21013,Kentucky
15026,39082,57550,0.2610947,0.679096438,"24,056",41.80%,KY,Boone County,21015,Kentucky
2791,5569,8791,0.31748379,0.633488795,"2,778",31.60%,KY,Bourbon County,21017,Kentucky
6021,13591,20443,0.294526244,0.664824145,"7,570",37.03%,KY,Boyd County,21019,Kentucky
4281,8040,12928,0.331141708,0.621905941,"3,759",29.08%,KY,Boyle County,21021,Kentucky
705,2711,3522,0.200170358,0.769733106,"2,006",56.96%,KY,Bracken County,21023,Kentucky
1537,3991,5728,0.268331006,0.696752793,"2,454",42.84%,KY,Breathitt County,21025,Kentucky
1960,6484,8765,0.223616657,0.739760411,"4,524",51.61%,KY,Breckinridge County,21027,Kentucky
8255,26210,36036,0.229076479,0.727328227,"17,955",49.83%,KY,Bullitt County,21029,Kentucky
947,4428,5575,0.169865471,0.79426009,"3,481",62.44%,KY,Butler County,21031,Kentucky
1260,4507,5972,0.210984595,0.754688547,"3,247",54.37%,KY,Caldwell County,21033,Kentucky
4749,10367,16039,0.296090779,0.646361993,"5,618",35.03%,KY,Calloway County,21035,Kentucky
14658,25050,42471,0.345129618,0.589814226,"10,392",24.47%,KY,Campbell County,21037,Kentucky
432,2094,2599,0.166217776,0.805694498,"1,662",63.95%,KY,Carlisle County,21039,Kentucky
1106,2588,3851,0.28719813,0.672033238,"1,482",38.48%,KY,Carroll County,21041,Kentucky
2276,7587,10267,0.221681114,0.738969514,"5,311",51.73%,KY,Carter County,21043,Kentucky
767,5482,6438,0.119136378,0.851506679,"4,715",73.24%,KY,Casey County,21045,Kentucky
7188,14108,22069,0.325705741,0.639267751,"6,920",31.36%,KY,Christian County,21047,Kentucky
4706,10710,16193,0.290619403,0.6613969,"6,004",37.08%,KY,Clark County,21049,Kentucky
752,5861,6762,0.111209701,0.866755398,"5,109",75.55%,KY,Clay County,21051,Kentucky
547,3809,4454,0.122810956,0.855186349,"3,262",73.24%,KY,Clinton County,21053,Kentucky
617,3290,4036,0.152874133,0.815163528,"2,673",66.23%,KY,Crittenden County,21055,Kentucky
459,2502,3061,0.149950996,0.817379941,"2,043",66.74%,KY,Cumberland County,21057,Kentucky
14163,28907,45752,0.309560238,0.631819374,"14,744",32.23%,KY,Daviess County,21059,Kentucky
979,4135,5239,0.186867723,0.789272762,"3,156",60.24%,KY,Edmonson County,21061,Kentucky
740,2000,2847,0.259922726,0.702493853,"1,260",44.26%,KY,Elliott County,21063,Kentucky
1108,4236,5538,0.200072228,0.764897075,"3,128",56.48%,KY,Estill County,21065,Kentucky
69776,56890,136112,0.512636652,0.417964617,"12,886",9.47%,KY,Fayette County,21067,Kentucky
1348,4722,6250,0.21568,0.75552,"3,374",53.98%,KY,Fleming County,21069,Kentucky
4015,11993,16521,0.24302403,0.725924581,"7,978",48.29%,KY,Floyd County,21071,Kentucky
10717,11819,23840,0.449538591,0.495763423,"1,102",4.62%,KY,Franklin County,21073,Kentucky
774,1549,2381,0.325073499,0.650566989,775,32.55%,KY,Fulton County,21075,Kentucky
749,2443,3334,0.224655069,0.732753449,"1,694",50.81%,KY,Gallatin County,21077,Kentucky
1453,5904,7613,0.190857743,0.775515565,"4,451",58.47%,KY,Garrard County,21079,Kentucky
1910,7268,9551,0.19997906,0.760967438,"5,358",56.10%,KY,Grant County,21081,Kentucky
3308,12671,16582,0.199493427,0.764141841,"9,363",56.46%,KY,Graves County,21083,Kentucky
1959,8219,10564,0.185441121,0.77801969,"6,260",59.26%,KY,Grayson County,21085,Kentucky
832,4372,5331,0.15606828,0.820108798,"3,540",66.40%,KY,Green County,21087,Kentucky
4146,11546,16265,0.254903166,0.709867814,"7,400",45.50%,KY,Greenup County,21089,Kentucky
1244,2788,4292,0.289841566,0.649580615,"1,544",35.97%,KY,Hancock County,21091,Kentucky
13944,26970,43113,0.323429128,0.625565375,"13,026",30.21%,KY,Hardin County,21093,Kentucky
1372,9129,10744,0.127699181,0.849683544,"7,757",72.20%,KY,Harlan County,21095,Kentucky
2031,5435,7774,0.261255467,0.699125289,"3,404",43.79%,KY,Harrison County,21097,Kentucky
1730,5320,7261,0.238259193,0.732681449,"3,590",49.44%,KY,Hart County,21099,Kentucky
6707,12159,19692,0.340595166,0.617458867,"5,452",27.69%,KY,Henderson County,21101,Kentucky
1828,4944,7142,0.255950714,0.692243069,"3,116",43.63%,KY,Henry County,21103,Kentucky
449,1657,2157,0.208159481,0.768196569,"1,208",56.00%,KY,Hickman County,21105,Kentucky
4310,15277,20325,0.212054121,0.751635916,"10,967",53.96%,KY,Hopkins County,21107,Kentucky
482,4889,5497,0.087684191,0.889394215,"4,407",80.17%,KY,Jackson County,21109,Kentucky
190824,143758,352778,0.540918084,0.407502735,"47,066",13.34%,KY,Jefferson County,21111,Kentucky
6144,15474,23292,0.263781556,0.664348274,"9,330",40.06%,KY,Jessamine County,21113,Kentucky
1250,8043,9560,0.130753138,0.841317992,"6,793",71.06%,KY,Johnson County,21115,Kentucky
24213,42958,71905,0.336735971,0.597427161,"18,745",26.07%,KY,Kenton County,21117,Kentucky
1245,4357,5756,0.216296039,0.75694927,"3,112",54.07%,KY,Knott County,21119,Kentucky
1761,9885,12001,0.146737772,0.82368136,"8,124",67.69%,KY,Knox County,21121,Kentucky
1278,4799,6359,0.200974996,0.754678409,"3,521",55.37%,KY,Larue County,21123,Kentucky
3440,20592,24811,0.13864818,0.829954456,"17,152",69.13%,KY,Laurel County,21125,Kentucky
1045,4816,6037,0.173099221,0.797747225,"3,771",62.46%,KY,Lawrence County,21127,Kentucky
444,2151,2663,0.166729253,0.807735637,"1,707",64.10%,KY,Lee County,21129,Kentucky
400,4015,4487,0.089146423,0.894807221,"3,615",80.57%,KY,Leslie County,21131,Kentucky
1542,7293,9131,0.16887526,0.798707699,"5,751",62.98%,KY,Letcher County,21133,Kentucky
785,4363,5293,0.148309087,0.82429624,"3,578",67.60%,KY,Lewis County,21135,Kentucky
1865,7338,9555,0.195185767,0.767974882,"5,473",57.28%,KY,Lincoln County,21137,Kentucky
887,3570,4642,0.19108143,0.769065058,"2,683",57.80%,KY,Livingston County,21139,Kentucky
2755,7778,10896,0.252845081,0.713839941,"5,023",46.10%,KY,Logan County,21141,Kentucky
1045,2789,3959,0.263955544,0.704470826,"1,744",44.05%,KY,Lyon County,21143,Kentucky
11793,23431,37318,0.31601372,0.627873948,"11,638",31.19%,KY,Madison County,21151,Kentucky
1172,3824,5113,0.229219636,0.747897516,"2,652",51.87%,KY,Magoffin County,21153,Kentucky
2679,5122,8108,0.330414406,0.631721756,"2,443",30.13%,KY,Marion County,21155,Kentucky
3672,12322,16678,0.220170284,0.738817604,"8,650",51.86%,KY,Marshall County,21157,Kentucky
363,3503,3951,0.091875475,0.886610985,"3,140",79.47%,KY,Martin County,21159,Kentucky
1970,4944,7212,0.273155851,0.685524126,"2,974",41.24%,KY,Mason County,21161,Kentucky
9134,20774,31284,0.291970336,0.664045518,"11,640",37.21%,KY,McCracken County,21145,Kentucky
664,5012,5772,0.115038115,0.868329868,"4,348",75.33%,KY,McCreary County,21147,Kentucky
988,3381,4565,0.216429354,0.740635268,"2,393",52.42%,KY,McLean County,21149,Kentucky
3026,8660,12223,0.247566064,0.708500368,"5,634",46.09%,KY,Meade County,21163,Kentucky
700,2010,2779,0.251889169,0.723281756,"1,310",47.14%,KY,Menifee County,21165,Kentucky
2395,7740,10579,0.226391908,0.731638151,"5,345",50.52%,KY,Mercer County,21167,Kentucky
976,3491,4616,0.211438475,0.756282496,"2,515",54.48%,KY,Metcalfe County,21169,Kentucky
601,4278,4991,0.12041675,0.857142857,"3,677",73.67%,KY,Monroe County,21171,Kentucky
3158,7856,11437,0.27612136,0.686893416,"4,698",41.08%,KY,Montgomery County,21173,Kentucky
1006,3628,4766,0.211078473,0.761225346,"2,622",55.01%,KY,Morgan County,21175,Kentucky
3272,9393,13046,0.250804844,0.719990802,"6,121",46.92%,KY,Muhlenberg County,21177,Kentucky
6434,13430,20761,0.309908001,0.646885988,"6,996",33.70%,KY,Nelson County,21179,Kentucky
787,1957,2837,0.27740571,0.689813183,"1,170",41.24%,KY,Nicholas County,21181,Kentucky
2080,7942,10398,0.200038469,0.763800731,"5,862",56.38%,KY,Ohio County,21183,Kentucky
10268,20469,32838,0.312686522,0.623332724,"10,201",31.06%,KY,Oldham County,21185,Kentucky
1062,3745,4997,0.212527517,0.74944967,"2,683",53.69%,KY,Owen County,21187,Kentucky
256,1474,1757,0.145702903,0.838929994,"1,218",69.32%,KY,Owsley County,21189,Kentucky
1164,4604,6006,0.193806194,0.766566767,"3,440",57.28%,KY,Pendleton County,21191,Kentucky
2136,8158,10566,0.202157865,0.772099186,"6,022",56.99%,KY,Perry County,21193,Kentucky
4277,19740,24637,0.173600682,0.801233916,"15,463",62.76%,KY,Pike County,21195,Kentucky
1272,3513,4952,0.256865913,0.709410339,"2,241",45.25%,KY,Powell County,21197,Kentucky
4208,22900,28015,0.150205247,0.81741924,"18,692",66.72%,KY,Pulaski County,21199,Kentucky
222,759,1013,0.219151037,0.749259625,537,53.01%,KY,Robertson County,21201,Kentucky
915,5609,6686,0.136853126,0.83891714,"4,694",70.21%,KY,Rockcastle County,21203,Kentucky
3295,5174,8829,0.373201948,0.586023332,"1,879",21.28%,KY,Rowan County,21205,Kentucky
1093,6863,8171,0.133765757,0.839921674,"5,770",70.62%,KY,Russell County,21207,Kentucky
7713,15052,24159,0.319259903,0.623039033,"7,339",30.38%,KY,Scott County,21209,Kentucky
6276,13196,20563,0.305208384,0.641735155,"6,920",33.65%,KY,Shelby County,21211,Kentucky
2144,5077,7524,0.284954811,0.674774056,"2,933",38.98%,KY,Simpson County,21213,Kentucky
1921,7196,9509,0.20201914,0.756756757,"5,275",55.47%,KY,Spencer County,21215,Kentucky
2553,8320,11301,0.225909212,0.736218034,"5,767",51.03%,KY,Taylor County,21217,Kentucky
1042,3612,4771,0.218402851,0.757073989,"2,570",53.87%,KY,Todd County,21219,Kentucky
1587,4928,6740,0.235459941,0.73115727,"3,341",49.57%,KY,Trigg County,21221,Kentucky
879,2771,3786,0.232171157,0.731907026,"1,892",49.97%,KY,Trimble County,21223,Kentucky
1331,4701,6209,0.214366243,0.757126751,"3,370",54.28%,KY,Union County,21225,Kentucky
16966,28673,48416,0.350421348,0.59222158,"11,707",24.18%,KY,Warren County,21227,Kentucky
1420,4013,5621,0.252624088,0.713929906,"2,593",46.13%,KY,Washington County,21229,Kentucky
1431,6370,7988,0.179143716,0.797446169,"4,939",61.83%,KY,Wayne County,21231,Kentucky
1240,4397,5804,0.213645762,0.757580979,"3,157",54.39%,KY,Webster County,21233,Kentucky
2067,11312,13765,0.150163458,0.821794406,"9,245",67.16%,KY,Whitley County,21235,Kentucky
753,1804,2634,0.285876993,0.684889901,"1,051",39.90%,KY,Wolfe County,21237,Kentucky
4958,7697,13547,0.365985089,0.568170075,"2,739",20.22%,KY,Woodford County,21239,Kentucky
5638,21159,27386,0.205871613,0.772621047,"15,521",56.67%,LA,Acadia Parish,22001,Louisiana
2106,6867,9245,0.22779881,0.742779881,"4,761",51.50%,LA,Allen Parish,22003,Louisiana
16471,36135,54663,0.301318991,0.661050436,"19,664",35.97%,LA,Ascension Parish,22005,Louisiana
3931,6714,10904,0.360509905,0.615737344,"2,783",25.52%,LA,Assumption Parish,22007,Louisiana
5032,11163,16581,0.303479887,0.673240456,"6,131",36.98%,LA,Avoyelles Parish,22009,Louisiana
2393,12238,15078,0.158708051,0.811646107,"9,845",65.29%,LA,Beauregard Parish,22011,Louisiana
3129,3756,7005,0.446680942,0.536188437,627,8.95%,LA,Bienville Parish,22013,Louisiana
12638,35451,49818,0.253683408,0.711610261,"22,813",45.79%,LA,Bossier Parish,22015,Louisiana
53448,48977,105737,0.505480579,0.463196421,"4,471",4.23%,LA,Caddo Parish,22017,Louisiana
26293,54182,83773,0.313860074,0.646771633,"27,889",33.29%,LA,Calcasieu Parish,22019,Louisiana
788,3822,4692,0.167945439,0.814578005,"3,034",64.66%,LA,Caldwell Parish,22021,Louisiana
323,3256,3692,0.087486457,0.881906826,"2,933",79.44%,LA,Cameron Parish,22023,Louisiana
1322,3479,4856,0.272240527,0.716433278,"2,157",44.42%,LA,Catahoula Parish,22025,Louisiana
2717,3585,6421,0.423142813,0.558324249,868,13.52%,LA,Claiborne Parish,22027,Louisiana
3272,5474,8869,0.368925471,0.617205998,"2,202",24.83%,LA,Concordia Parish,22029,Louisiana
5163,8067,13497,0.382529451,0.597688375,"2,904",21.52%,LA,De Soto Parish,22031,Louisiana
102711,84620,196332,0.523149563,0.431004625,"18,091",9.21%,LA,East Baton Rouge Parish,22033,Louisiana
1838,1059,2939,0.625382783,0.360326642,779,26.51%,LA,East Carroll Parish,22035,Louisiana
4235,5569,10042,0.421728739,0.554570803,"1,334",13.28%,LA,East Feliciana Parish,22037,Louisiana
4208,10357,14879,0.282814705,0.696081726,"6,149",41.33%,LA,Evangeline Parish,22039,Louisiana
2506,6514,9162,0.273521065,0.710980135,"4,008",43.75%,LA,Franklin Parish,22041,Louisiana
1181,7406,8819,0.13391541,0.839777753,"6,225",70.59%,LA,Grant Parish,22043,Louisiana
10698,20903,32454,0.329635792,0.644080853,"10,205",31.44%,LA,Iberia Parish,22045,Louisiana
8324,7320,16043,0.518855576,0.456273764,"1,004",6.26%,LA,Iberville Parish,22047,Louisiana
2139,5169,7464,0.286575563,0.692524116,"3,030",40.59%,LA,Jackson Parish,22049,Louisiana
73540,100292,181388,0.405429246,0.552914195,"26,752",14.75%,LA,Jefferson Parish,22051,Louisiana
3080,10775,14277,0.215731596,0.754710373,"7,695",53.90%,LA,Jefferson Davis Parish,22053,Louisiana
32726,68191,105599,0.309908238,0.645754221,"35,465",33.58%,LA,Lafayette Parish,22055,Louisiana
8423,31958,41644,0.202262031,0.767409471,"23,535",56.51%,LA,Lafourche Parish,22057,Louisiana
605,5835,6568,0.092113276,0.888398295,"5,230",79.63%,LA,La Salle Parish,22059,Louisiana
7102,10761,18664,0.380518646,0.576564509,"3,659",19.60%,LA,Lincoln Parish,22061,Louisiana
6950,48797,57700,0.120450607,0.845701906,"41,847",72.53%,LA,Livingston Parish,22063,Louisiana
2744,1927,4732,0.579881657,0.407227388,817,17.27%,LA,Madison Parish,22065,Louisiana
5155,6502,11852,0.434947688,0.548599393,"1,347",11.37%,LA,Morehouse Parish,22067,Louisiana
7143,8965,16617,0.429860986,0.539507733,"1,822",10.96%,LA,Natchitoches Parish,22069,Louisiana
133833,24267,165619,0.808077576,0.146523044,"109,566",66.16%,LA,Orleans Parish,22071,Louisiana
24420,41712,67987,0.359186315,0.613529057,"17,292",25.43%,LA,Ouachita Parish,22073,Louisiana
3347,6900,10572,0.316590995,0.652667423,"3,553",33.61%,LA,Plaquemines Parish,22075,Louisiana
4764,6789,11761,0.405067596,0.577246833,"2,025",17.22%,LA,Pointe Coupee Parish,22077,Louisiana
18318,36814,56838,0.322284387,0.647700482,"18,496",32.54%,LA,Rapides Parish,22079,Louisiana
1938,2391,4422,0.438263229,0.540705563,453,10.24%,LA,Red River Parish,22081,Louisiana
3157,6286,9596,0.328991246,0.65506461,"3,129",32.61%,LA,Richland Parish,22083,Louisiana
1703,7877,9785,0.174041901,0.805007665,"6,174",63.10%,LA,Sabine Parish,22085,Louisiana
4957,10232,15807,0.313595243,0.647308155,"5,275",33.37%,LA,St. Bernard Parish,22087,Louisiana
8558,16620,26190,0.326765941,0.634593356,"8,062",30.78%,LA,St. Charles Parish,22089,Louisiana
3353,2497,5964,0.562206573,0.418678739,856,14.35%,LA,St. Helena Parish,22091,Louisiana
6418,5456,12085,0.531071576,0.451468763,962,7.96%,LA,St. James Parish,22093,Louisiana
12658,7569,20740,0.610318226,0.364946962,"5,089",24.54%,LA,St. John the Baptist Parish,22095,Louisiana
17208,21966,39970,0.430522892,0.549562172,"4,758",11.90%,LA,St. Landry Parish,22097,Louisiana
8266,16872,25749,0.321022176,0.655248748,"8,606",33.42%,LA,St. Martin Parish,22099,Louisiana
8050,14353,22871,0.351974116,0.62756329,"6,303",27.56%,LA,St. Mary Parish,22101,Louisiana
27716,90914,124389,0.22281713,0.730884564,"63,198",50.81%,LA,St. Tammany Parish,22103,Louisiana
16869,33933,52381,0.322044253,0.647811229,"17,064",32.58%,LA,Tangipahoa Parish,22105,Louisiana
1329,1180,2543,0.522611089,0.464018875,149,5.86%,LA,Tensas Parish,22107,Louisiana
10664,31900,43893,0.242954457,0.726767366,"21,236",48.38%,LA,Terrebonne Parish,22109,Louisiana
